"Length"	"GC"
"WBGene00165803"	21	0.238095238095238
"WBGene00165804"	21	0.285714285714286
"WBGene00165805"	21	0.333333333333333
"WBGene00165806"	21	0.238095238095238
"WBGene00165807"	21	0.333333333333333
"WBGene00165808"	21	0.285714285714286
"WBGene00165809"	21	0.19047619047619
"WBGene00165810"	21	0.238095238095238
"WBGene00165811"	21	0.285714285714286
"WBGene00165812"	21	0.380952380952381
"WBGene00165813"	21	0.238095238095238
"WBGene00165814"	21	0.380952380952381
"WBGene00165815"	21	0.523809523809524
"WBGene00165816"	21	0.285714285714286
"WBGene00165817"	21	0.428571428571429
"WBGene00165818"	21	0.285714285714286
"WBGene00165819"	21	0.380952380952381
"WBGene00165820"	21	0.333333333333333
"WBGene00165821"	21	0.333333333333333
"WBGene00165822"	21	0.333333333333333
"WBGene00165823"	21	0.19047619047619
"WBGene00165824"	21	0.19047619047619
"WBGene00165825"	21	0.380952380952381
"WBGene00165826"	21	0.428571428571429
"WBGene00165827"	21	0.285714285714286
"WBGene00165828"	21	0.285714285714286
"WBGene00165829"	21	0.380952380952381
"WBGene00165830"	21	0.19047619047619
"WBGene00165831"	21	0.238095238095238
"WBGene00165832"	21	0.476190476190476
"WBGene00165833"	21	0.571428571428571
"WBGene00165834"	21	0.285714285714286
"WBGene00165835"	21	0.428571428571429
"WBGene00165836"	21	0.285714285714286
"WBGene00165837"	21	0.19047619047619
"WBGene00165838"	21	0.571428571428571
"WBGene00165839"	21	0.380952380952381
"WBGene00165840"	21	0.285714285714286
"WBGene00165841"	21	0.238095238095238
"WBGene00165842"	21	0.142857142857143
"WBGene00165843"	21	0.285714285714286
"WBGene00165844"	21	0.285714285714286
"WBGene00165845"	21	0.333333333333333
"WBGene00165846"	21	0.476190476190476
"WBGene00165847"	21	0.285714285714286
"WBGene00165848"	21	0.142857142857143
"WBGene00165849"	21	0.142857142857143
"WBGene00165850"	21	0.380952380952381
"WBGene00165851"	21	0.238095238095238
"WBGene00165852"	21	0.380952380952381
"WBGene00165853"	21	0.238095238095238
"WBGene00165854"	21	0.523809523809524
"WBGene00165855"	21	0.238095238095238
"WBGene00165856"	21	0.428571428571429
"WBGene00165857"	21	0.333333333333333
"WBGene00165858"	21	0.285714285714286
"WBGene00165859"	21	0.428571428571429
"WBGene00165860"	21	0.333333333333333
"WBGene00165861"	21	0.333333333333333
"WBGene00165862"	21	0.285714285714286
"WBGene00165863"	21	0.428571428571429
"WBGene00165864"	21	0.238095238095238
"WBGene00165865"	21	0.380952380952381
"WBGene00165866"	21	0.238095238095238
"WBGene00165867"	21	0.285714285714286
"WBGene00165868"	21	0.428571428571429
"WBGene00165869"	21	0.238095238095238
"WBGene00165870"	21	0.238095238095238
"WBGene00165871"	21	0.238095238095238
"WBGene00165872"	21	0.380952380952381
"WBGene00165873"	21	0.380952380952381
"WBGene00165874"	21	0.285714285714286
"WBGene00165875"	21	0.428571428571429
"WBGene00165876"	21	0.333333333333333
"WBGene00165877"	21	0.238095238095238
"WBGene00165878"	21	0.285714285714286
"WBGene00165879"	21	0.428571428571429
"WBGene00165880"	21	0.19047619047619
"WBGene00165881"	21	0.476190476190476
"WBGene00165882"	21	0.428571428571429
"WBGene00165883"	21	0.333333333333333
"WBGene00165884"	21	0.142857142857143
"WBGene00165885"	21	0.380952380952381
"WBGene00165886"	21	0.333333333333333
"WBGene00165887"	21	0.333333333333333
"WBGene00165888"	21	0.380952380952381
"WBGene00165889"	21	0.428571428571429
"WBGene00165890"	21	0.142857142857143
"WBGene00165891"	21	0.476190476190476
"WBGene00165892"	21	0.380952380952381
"WBGene00165893"	21	0.380952380952381
"WBGene00165894"	21	0.428571428571429
"WBGene00165895"	21	0.142857142857143
"WBGene00165896"	21	0.333333333333333
"WBGene00165897"	21	0.333333333333333
"WBGene00165898"	21	0.238095238095238
"WBGene00165899"	21	0.428571428571429
"WBGene00165900"	21	0.142857142857143
"WBGene00165901"	21	0.428571428571429
"WBGene00165902"	21	0.285714285714286
"WBGene00165903"	21	0.238095238095238
"WBGene00165904"	21	0.142857142857143
"WBGene00165905"	21	0.19047619047619
"WBGene00165906"	21	0.238095238095238
"WBGene00165907"	21	0.0952380952380952
"WBGene00165908"	21	0.285714285714286
"WBGene00165909"	21	0.333333333333333
"WBGene00165910"	21	0.238095238095238
"WBGene00165911"	21	0.142857142857143
"WBGene00165912"	21	0.333333333333333
"WBGene00165913"	21	0.238095238095238
"WBGene00165914"	21	0.285714285714286
"WBGene00165915"	21	0.285714285714286
"WBGene00165916"	21	0.380952380952381
"WBGene00165917"	21	0.19047619047619
"WBGene00165918"	21	0.285714285714286
"WBGene00165919"	21	0.238095238095238
"WBGene00165920"	21	0.333333333333333
"WBGene00165921"	21	0.142857142857143
"WBGene00165922"	21	0.333333333333333
"WBGene00165923"	21	0.238095238095238
"WBGene00165924"	21	0.285714285714286
"WBGene00165925"	21	0.380952380952381
"WBGene00165926"	21	0.380952380952381
"WBGene00165927"	21	0.0952380952380952
"WBGene00165928"	21	0.238095238095238
"WBGene00165929"	21	0.285714285714286
"WBGene00165930"	21	0.285714285714286
"WBGene00165931"	21	0.428571428571429
"WBGene00165932"	21	0.238095238095238
"WBGene00165933"	21	0.380952380952381
"WBGene00165934"	21	0.333333333333333
"WBGene00165935"	21	0.285714285714286
"WBGene00165936"	21	0.476190476190476
"WBGene00165937"	21	0.380952380952381
"WBGene00165938"	21	0.380952380952381
"WBGene00165939"	21	0.19047619047619
"WBGene00165940"	21	0.285714285714286
"WBGene00165941"	21	0.19047619047619
"WBGene00165942"	21	0.333333333333333
"WBGene00165943"	21	0.238095238095238
"WBGene00165944"	21	0.333333333333333
"WBGene00165945"	21	0.476190476190476
"WBGene00165946"	21	0.476190476190476
"WBGene00165947"	21	0.285714285714286
"WBGene00165948"	21	0.0952380952380952
"WBGene00165949"	21	0.333333333333333
"WBGene00165950"	21	0.380952380952381
"WBGene00165951"	21	0.333333333333333
"WBGene00165952"	21	0.142857142857143
"WBGene00165953"	21	0.19047619047619
"WBGene00165954"	21	0.333333333333333
"WBGene00165955"	21	0.380952380952381
"WBGene00165956"	21	0.19047619047619
"WBGene00165957"	21	0.238095238095238
"WBGene00165958"	21	0.238095238095238
"WBGene00165959"	21	0.380952380952381
"WBGene00165960"	21	0.380952380952381
"WBGene00165961"	21	0.238095238095238
"WBGene00165962"	21	0.380952380952381
"WBGene00165963"	21	0.333333333333333
"WBGene00165964"	21	0.380952380952381
"WBGene00165965"	21	0.285714285714286
"WBGene00165966"	21	0.333333333333333
"WBGene00165967"	21	0.380952380952381
"WBGene00165968"	21	0.333333333333333
"WBGene00165969"	21	0.285714285714286
"WBGene00165970"	21	0.333333333333333
"WBGene00165971"	21	0.285714285714286
"WBGene00165972"	21	0.380952380952381
"WBGene00165973"	21	0.285714285714286
"WBGene00165974"	21	0.285714285714286
"WBGene00165975"	21	0.428571428571429
"WBGene00165976"	21	0.428571428571429
"WBGene00165977"	21	0.476190476190476
"WBGene00165978"	21	0.285714285714286
"WBGene00165979"	21	0.571428571428571
"WBGene00165980"	21	0.285714285714286
"WBGene00165981"	21	0.428571428571429
"WBGene00165982"	21	0.428571428571429
"WBGene00165983"	21	0.333333333333333
"WBGene00165984"	21	0.380952380952381
"WBGene00165985"	21	0.333333333333333
"WBGene00165986"	21	0.476190476190476
"WBGene00165987"	21	0.238095238095238
"WBGene00165988"	21	0.571428571428571
"WBGene00165989"	21	0.238095238095238
"WBGene00165990"	21	0.19047619047619
"WBGene00165991"	21	0.476190476190476
"WBGene00165992"	21	0.380952380952381
"WBGene00165993"	21	0.285714285714286
"WBGene00165994"	21	0.380952380952381
"WBGene00165995"	21	0.285714285714286
"WBGene00165996"	21	0.428571428571429
"WBGene00165997"	21	0.142857142857143
"WBGene00165998"	21	0.380952380952381
"WBGene00165999"	21	0.285714285714286
"WBGene00166000"	21	0.285714285714286
"WBGene00166001"	21	0.333333333333333
"WBGene00166002"	21	0.380952380952381
"WBGene00166003"	21	0.238095238095238
"WBGene00166004"	21	0.380952380952381
"WBGene00166005"	21	0.285714285714286
"WBGene00166006"	21	0.238095238095238
"WBGene00166007"	21	0.285714285714286
"WBGene00166008"	21	0.238095238095238
"WBGene00166009"	21	0.380952380952381
"WBGene00166010"	21	0.19047619047619
"WBGene00166011"	21	0.428571428571429
"WBGene00166012"	21	0.476190476190476
"WBGene00166013"	21	0.19047619047619
"WBGene00166014"	21	0.380952380952381
"WBGene00166015"	21	0.333333333333333
"WBGene00166016"	21	0.428571428571429
"WBGene00166017"	21	0.238095238095238
"WBGene00166018"	21	0.285714285714286
"WBGene00166019"	21	0.285714285714286
"WBGene00166020"	21	0.333333333333333
"WBGene00166021"	21	0.333333333333333
"WBGene00166022"	21	0.285714285714286
"WBGene00166023"	21	0.380952380952381
"WBGene00166024"	21	0.285714285714286
"WBGene00166025"	21	0.285714285714286
"WBGene00166026"	21	0.142857142857143
"WBGene00166027"	21	0.285714285714286
"WBGene00166028"	21	0.333333333333333
"WBGene00166029"	21	0.476190476190476
"WBGene00166030"	21	0.285714285714286
"WBGene00166031"	21	0.333333333333333
"WBGene00166032"	21	0.380952380952381
"WBGene00166033"	21	0.476190476190476
"WBGene00166034"	21	0.238095238095238
"WBGene00166035"	21	0.285714285714286
"WBGene00166036"	21	0.285714285714286
"WBGene00166037"	21	0.238095238095238
"WBGene00166038"	21	0.333333333333333
"WBGene00166039"	21	0.285714285714286
"WBGene00166040"	21	0.333333333333333
"WBGene00166041"	21	0.285714285714286
"WBGene00166042"	21	0.0952380952380952
"WBGene00166043"	21	0.19047619047619
"WBGene00166044"	21	0.380952380952381
"WBGene00166045"	21	0.285714285714286
"WBGene00166046"	21	0.333333333333333
"WBGene00166047"	21	0.380952380952381
"WBGene00166048"	21	0.285714285714286
"WBGene00166049"	21	0.333333333333333
"WBGene00166050"	21	0.333333333333333
"WBGene00166051"	21	0.333333333333333
"WBGene00166052"	21	0.19047619047619
"WBGene00166053"	21	0.380952380952381
"WBGene00166054"	21	0.0952380952380952
"WBGene00166055"	21	0.285714285714286
"WBGene00166057"	21	0.285714285714286
"WBGene00166058"	21	0.285714285714286
"WBGene00166059"	21	0.0952380952380952
"WBGene00166060"	21	0.238095238095238
"WBGene00166062"	21	0.285714285714286
"WBGene00166063"	21	0.142857142857143
"WBGene00166064"	21	0.285714285714286
"WBGene00166065"	21	0.380952380952381
"WBGene00166066"	21	0.285714285714286
"WBGene00166067"	21	0.333333333333333
"WBGene00166068"	21	0.523809523809524
"WBGene00166069"	21	0.19047619047619
"WBGene00166070"	21	0.142857142857143
"WBGene00166071"	21	0.333333333333333
"WBGene00166072"	21	0.333333333333333
"WBGene00166073"	21	0.333333333333333
"WBGene00166074"	21	0.333333333333333
"WBGene00166075"	21	0.285714285714286
"WBGene00166076"	21	0.19047619047619
"WBGene00166077"	21	0.19047619047619
"WBGene00166078"	21	0.238095238095238
"WBGene00166079"	21	0.285714285714286
"WBGene00166080"	21	0.523809523809524
"WBGene00166081"	21	0.476190476190476
"WBGene00166082"	21	0.428571428571429
"WBGene00166083"	21	0.333333333333333
"WBGene00166084"	21	0.333333333333333
"WBGene00166085"	21	0.19047619047619
"WBGene00166086"	21	0.428571428571429
"WBGene00166087"	21	0.333333333333333
"WBGene00166088"	21	0.571428571428571
"WBGene00166089"	21	0.428571428571429
"WBGene00166090"	21	0.285714285714286
"WBGene00166091"	21	0.19047619047619
"WBGene00166092"	21	0.238095238095238
"WBGene00166093"	21	0.238095238095238
"WBGene00166094"	21	0.285714285714286
"WBGene00166095"	21	0.380952380952381
"WBGene00166096"	21	0.238095238095238
"WBGene00166097"	21	0.285714285714286
"WBGene00166098"	21	0.333333333333333
"WBGene00166099"	21	0.238095238095238
"WBGene00166100"	21	0.523809523809524
"WBGene00166101"	21	0.333333333333333
"WBGene00166102"	21	0.238095238095238
"WBGene00166103"	21	0.380952380952381
"WBGene00166104"	21	0.238095238095238
"WBGene00166105"	21	0.333333333333333
"WBGene00166106"	21	0.380952380952381
"WBGene00166107"	21	0.238095238095238
"WBGene00166108"	21	0.238095238095238
"WBGene00166109"	21	0.333333333333333
"WBGene00166110"	21	0.285714285714286
"WBGene00166111"	21	0.19047619047619
"WBGene00166112"	21	0.380952380952381
"WBGene00166113"	21	0.285714285714286
"WBGene00166114"	21	0.238095238095238
"WBGene00166115"	21	0.333333333333333
"WBGene00166116"	21	0.142857142857143
"WBGene00166117"	21	0.476190476190476
"WBGene00166118"	21	0.333333333333333
"WBGene00166119"	21	0.285714285714286
"WBGene00166120"	21	0.333333333333333
"WBGene00166121"	21	0.380952380952381
"WBGene00166122"	21	0.428571428571429
"WBGene00166123"	21	0.285714285714286
"WBGene00166124"	21	0.238095238095238
"WBGene00166125"	21	0.476190476190476
"WBGene00166126"	21	0.380952380952381
"WBGene00166127"	21	0.285714285714286
"WBGene00166128"	21	0.19047619047619
"WBGene00166129"	21	0.238095238095238
"WBGene00166130"	21	0.333333333333333
"WBGene00166131"	21	0.380952380952381
"WBGene00166132"	21	0.285714285714286
"WBGene00166133"	21	0.285714285714286
"WBGene00166134"	21	0.238095238095238
"WBGene00166135"	21	0.428571428571429
"WBGene00166136"	21	0.476190476190476
"WBGene00166137"	21	0.285714285714286
"WBGene00166138"	21	0.285714285714286
"WBGene00166139"	21	0.285714285714286
"WBGene00166140"	21	0.428571428571429
"WBGene00166141"	21	0.238095238095238
"WBGene00166142"	21	0.19047619047619
"WBGene00166143"	21	0.285714285714286
"WBGene00166144"	21	0.428571428571429
"WBGene00166145"	21	0.238095238095238
"WBGene00166146"	21	0.238095238095238
"WBGene00166147"	21	0.285714285714286
"WBGene00166148"	21	0.380952380952381
"WBGene00166149"	21	0.428571428571429
"WBGene00166150"	21	0.333333333333333
"WBGene00166151"	21	0.19047619047619
"WBGene00166152"	21	0.380952380952381
"WBGene00166153"	21	0.571428571428571
"WBGene00166154"	21	0.333333333333333
"WBGene00166155"	21	0.285714285714286
"WBGene00166156"	21	0.333333333333333
"WBGene00166157"	21	0.285714285714286
"WBGene00166158"	21	0.380952380952381
"WBGene00166159"	21	0.333333333333333
"WBGene00166160"	21	0.285714285714286
"WBGene00166161"	21	0.238095238095238
"WBGene00166162"	21	0.333333333333333
"WBGene00166163"	21	0.380952380952381
"WBGene00166164"	21	0.428571428571429
"WBGene00166165"	21	0.380952380952381
"WBGene00166166"	21	0.238095238095238
"WBGene00166167"	21	0.523809523809524
"WBGene00166168"	21	0.380952380952381
"WBGene00166169"	21	0.380952380952381
"WBGene00166170"	21	0.19047619047619
"WBGene00166171"	21	0.428571428571429
"WBGene00166172"	21	0.285714285714286
"WBGene00166173"	21	0.428571428571429
"WBGene00166174"	21	0.285714285714286
"WBGene00166175"	21	0.285714285714286
"WBGene00166176"	21	0.380952380952381
"WBGene00166177"	21	0.333333333333333
"WBGene00166178"	21	0.0476190476190476
"WBGene00166179"	21	0.238095238095238
"WBGene00166180"	21	0.285714285714286
"WBGene00166181"	21	0.238095238095238
"WBGene00166182"	21	0.285714285714286
"WBGene00166183"	21	0.333333333333333
"WBGene00166184"	21	0.238095238095238
"WBGene00166185"	21	0.428571428571429
"WBGene00166186"	21	0.285714285714286
"WBGene00166187"	21	0.19047619047619
"WBGene00166188"	21	0.285714285714286
"WBGene00166189"	21	0.285714285714286
"WBGene00166190"	21	0.285714285714286
"WBGene00166191"	21	0.142857142857143
"WBGene00166192"	21	0.238095238095238
"WBGene00166193"	21	0.238095238095238
"WBGene00166194"	21	0.285714285714286
"WBGene00166195"	21	0.285714285714286
"WBGene00166196"	21	0.333333333333333
"WBGene00166197"	21	0.380952380952381
"WBGene00166198"	21	0.380952380952381
"WBGene00166199"	21	0.380952380952381
"WBGene00166200"	21	0.142857142857143
"WBGene00166201"	21	0.285714285714286
"WBGene00166202"	21	0.285714285714286
"WBGene00166203"	21	0.333333333333333
"WBGene00166204"	21	0.238095238095238
"WBGene00166205"	21	0.19047619047619
"WBGene00166206"	21	0.380952380952381
"WBGene00166207"	21	0.428571428571429
"WBGene00166208"	21	0.333333333333333
"WBGene00166209"	21	0
"WBGene00166210"	21	0.19047619047619
"WBGene00166211"	21	0.380952380952381
"WBGene00166212"	21	0.476190476190476
"WBGene00166213"	21	0.333333333333333
"WBGene00166214"	21	0.333333333333333
"WBGene00166215"	21	0.333333333333333
"WBGene00166216"	21	0.428571428571429
"WBGene00166217"	21	0.380952380952381
"WBGene00166218"	21	0.238095238095238
"WBGene00166219"	21	0.285714285714286
"WBGene00166220"	21	0.428571428571429
"WBGene00166221"	21	0.333333333333333
"WBGene00166222"	21	0.428571428571429
"WBGene00166223"	21	0.19047619047619
"WBGene00166224"	21	0.333333333333333
"WBGene00166225"	21	0.380952380952381
"WBGene00166226"	21	0.428571428571429
"WBGene00166227"	21	0.238095238095238
"WBGene00166228"	21	0.380952380952381
"WBGene00166229"	21	0.19047619047619
"WBGene00166230"	21	0.333333333333333
"WBGene00166231"	21	0.333333333333333
"WBGene00166232"	21	0.238095238095238
"WBGene00166233"	21	0.19047619047619
"WBGene00166234"	21	0.238095238095238
"WBGene00166235"	21	0.285714285714286
"WBGene00166236"	21	0.142857142857143
"WBGene00166237"	21	0.523809523809524
"WBGene00166238"	21	0.333333333333333
"WBGene00166239"	21	0.333333333333333
"WBGene00166240"	21	0.380952380952381
"WBGene00166241"	21	0.285714285714286
"WBGene00166242"	21	0.428571428571429
"WBGene00166243"	21	0.238095238095238
"WBGene00166244"	21	0.142857142857143
"WBGene00166245"	21	0.285714285714286
"WBGene00166246"	21	0.428571428571429
"WBGene00166247"	21	0.0952380952380952
"WBGene00166248"	21	0.333333333333333
"WBGene00166249"	21	0.19047619047619
"WBGene00166250"	21	0.19047619047619
"WBGene00166251"	21	0.333333333333333
"WBGene00166252"	21	0.19047619047619
"WBGene00166253"	21	0.285714285714286
"WBGene00166254"	21	0.380952380952381
"WBGene00166255"	21	0.428571428571429
"WBGene00166256"	21	0.238095238095238
"WBGene00166257"	21	0.333333333333333
"WBGene00166258"	21	0.333333333333333
"WBGene00166259"	21	0.0952380952380952
"WBGene00166260"	21	0.476190476190476
"WBGene00166261"	21	0.333333333333333
"WBGene00166262"	21	0.142857142857143
